,번호,MANAGEMENT_NUMBER,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,SUB_ZIPCODE,SUB_ADDRESS,ADDRESS,ZIP_CODE,NAME,데이터갱신일자,LONGITUDE,LATITUDE
7325,7326,421000001020120001,1,영업/정상,0000,정상,,강원도 동해시 천곡동 1077-5번지 삼양타워1차,"강원도 동해시 한섬로 61-1 (천곡동, 삼양타워1차)",25761.0,필동물병원,2019-01-23 02:40:00.0,36.94772277829186,129.78826340156925
7326,7327,418000001020040002,1,영업/정상,0000,정상,,강원도 춘천시 효자동 192-1,강원도 춘천시 강원대학길 1 (효자동),24341.0,강원대학교 부속 동물병원,2021-09-12 02:40:00.0,35.84803463675612,130.15680462994666
7327,7328,418000001020040003,1,영업/정상,0000,정상,,강원도 춘천시 동내면 거두리 926-5번지,강원도 춘천시 동내면 춘천순환로 70,24404.0,우리동물병원,2019-04-25 02:40:00.0,35.85382521787063,130.14034524123684
7328,7329,418000001020050003,1,영업/정상,0000,정상,,강원도 춘천시 퇴계동 140-23번지,강원도 춘천시 안마산로 189 (퇴계동),24422.0,고려동물병원,2019-01-18 02:40:00.0,35.84100654325774,130.13455248726368
7329,7330,418000001020060002,1,영업/정상,0000,정상,,강원도 춘천시 석사동 641-6번지,강원도 춘천시 후석로 61 (석사동),24383.0,미래종합동물병원,2019-01-18 02:40:00.0,35.84674205498023,130.14543701581033
7330,7331,418000001020070001,1,영업/정상,0000,정상,,강원도 춘천시 석사동 818-2번지,강원도 춘천시 퇴계로 221 (석사동),24390.0,봄내동물병원,2018-08-31 23:59:59.0,35.847030857195485,130.14136480623543
7331,7332,418000001019800001,1,영업/정상,0000,정상,,강원도 춘천시 후평동 713-8번지 24통2반,강원도 춘천시 후석로 401 (후평동),24251.0,한독동물병원,2019-01-17 02:40:00.0,35.8479480763799,130.17757768765415
7332,7333,418000001019840001,1,영업/정상,0000,정상,,강원도 춘천시 동내면 학곡리 594번지,강원도 춘천시 동내면 영서로 1786,24408.0,동삼동물병원,2019-01-17 02:40:00.0,35.86130393914118,130.11727213230634
7333,7334,418000001019920001,1,영업/정상,0000,정상,,강원도 춘천시 후평동 677-21,강원도 춘천시 춘천로 267 (후평동),24257.0,현대동물병원,2021-08-06 02:40:00.0,35.8458797805196,130.17038458691673
7334,7335,418000001019960001,1,영업/정상,0000,정상,,강원도 춘천시 퇴계동 889-3번지,강원도 춘천시 행촌로 43-1 (퇴계동),24441.0,제일동물병원,2019-01-17 02:40:00.0,35.832455927224544,130.14564812790297
7335,7336,418000001019970001,1,영업/정상,0000,정상,,강원도 춘천시 온의동 152-15번지,강원도 춘천시 영서로 2293 (온의동),24435.0,소망동물병원,2019-01-17 02:40:00.0,35.828403389941165,130.1515538124458
7336,7337,418000001019980003,1,영업/정상,0000,정상,,강원도 춘천시 효자동 708-11번지,강원도 춘천시 공지로 299-1 (효자동),24372.0,조 동물병원,2018-08-31 23:59:59.0,35.837822789902255,130.15430324617927
7337,7338,418000001020010001,1,영업/정상,0000,정상,,강원도 춘천시 석사동 765-10번지,강원도 춘천시 우석로 37 (석사동),24326.0,강남종합동물병원,2019-01-18 02:40:00.0,35.852207133546315,130.14962767263495
7338,7339,418000001020070002,1,영업/정상,0000,정상,,강원도 춘천시 효자동 192-1 강원대학교,"강원도 춘천시 강원대학길 1, 강원대학교 (효자동)",24341.0,강원대학교부설 야생동물구조센터,2021-10-16 02:40:00.0,35.84803463675612,130.15680462994666
7339,7340,418000001020100002,1,영업/정상,0000,정상,,강원도 춘천시 동내면 학곡리 사서함 114-20,강원도 춘천시 동내면 영서로 1733,24408.0,육군 군견훈련소,2021-12-11 02:40:00.0,inf,inf
7340,7341,418000001020120001,1,영업/정상,0000,정상,,강원도 춘천시 중앙로3가 66번지,강원도 춘천시 중앙로 127 (중앙로3가),24358.0,AK동물병원,2019-01-18 02:40:00.0,35.828782167757176,130.16443894469555
7341,7342,418000001020130001,1,영업/정상,0000,정상,,강원도 춘천시 신북읍 용산리 231-21,"강원도 춘천시 신북읍 영서로 3282, 1층",24202.0,춘천시 동물보호센터,2022-01-20 02:40:00.0,35.81930963376462,130.24509649536702
7342,7343,418000001020130002,1,영업/정상,0000,정상,,강원도 춘천시 효자동 904번지 33통8반 춘천더아파트 110동 1607호,"강원도 춘천시 춘천로 188, 144호 (효자동)",24329.0,광장동물병원,2019-01-18 02:40:00.0,35.83991402534396,130.16527655780035
7343,7344,418000001020140001,1,영업/정상,0000,정상,,강원도 춘천시 후평동 686-3,강원도 춘천시 춘천로 287-1 (후평동),24256.0,하나동물병원,2021-09-19 02:40:00.0,35.84755295259031,130.17161439196028
7344,7345,418000001020140002,1,영업/정상,0000,정상,,,강원도 춘천시 영서로 2755-1 (우두동),24237.0,땡큐,2018-08-31 23:59:59.0,35.83339572155883,130.19348935122034
7345,7346,418000001020150001,1,영업/정상,0000,정상,,강원도 춘천시 신동면 정족리 377-1,강원도 춘천시 신동면 정족1길 6,24412.0,강동동물병원,2022-01-22 02:40:00.0,35.84050103511111,130.11049458460627
7346,7347,419000001019830001,1,영업/정상,0000,정상,,강원도 원주시 단계동 826-12 0반,강원도 원주시 천사로 79 (단계동),26423.0,원주동물병원,2021-12-05 02:40:00.0,36.017698376634215,129.52351846551673
7347,7348,419000001020020003,1,영업/정상,0000,정상,,강원도 원주시 단구동 1619-5,강원도 원주시 나비허리길 60 (단구동),26490.0,혜인종합동물병원,2021-12-02 02:40:00.0,36.03863716486746,129.49449649863965
7348,7349,419000001020020004,1,영업/정상,0000,정상,,강원도 원주시 무실동 1723-2,강원도 원주시 만대로 15 (무실동),26383.0,늘푸른종합동물병원,2021-07-29 02:40:00.0,36.01011063566861,129.51591226172175
7349,7350,419000001020050001,1,영업/정상,0000,정상,,강원도 원주시 문막읍 건등리 1477-1 0통0반,강원도 원주시 문막읍 건등로 70,26370.0,원주축협동물병원,2021-12-18 02:40:00.0,35.93085808082007,129.48002858671146
7350,7351,419000001020060001,1,영업/정상,0000,정상,,강원도 원주시 태장동 1037-12,강원도 원주시 현충로 278 (태장동),26318.0,삼성종합동물병원,2020-11-29 02:40:00.0,36.02924249550076,129.56186716420686
7351,7352,419000001020060002,1,영업/정상,0000,정상,,강원도 원주시 단계동 803-2번지 106호,"강원도 원주시 무실로 182, 106호 (단계동)",26434.0,마루종합동물병원,2019-03-08 02:40:00.0,36.022130197619695,129.51571803983654
7352,7353,419000001020080001,1,영업/정상,0000,정상,,강원도 원주시 개운동 36번지 22통2반,강원도 원주시 행구로 44 (개운동),26444.0,그린종합동물병원,2019-03-08 02:40:00.0,36.03958333461766,129.51675189740257
7353,7354,419000001020090001,1,영업/정상,0000,정상,,강원도 원주시 무실동 1734-4번지,강원도 원주시 만대공원길 8-10 (무실동),26383.0,열린동물병원,2019-03-08 02:40:00.0,36.01429701350058,129.5105518144915
7354,7355,419000001019880001,1,영업/정상,0000,정상,,강원도 원주시 중앙동 43-2,강원도 원주시 평원로 67 (중앙동),26428.0,강원동물병원,2021-09-12 02:40:00.0,36.030737977234125,129.52894121356545
7355,7356,419000001019970001,1,영업/정상,0000,정상,,강원도 원주시 지정면 가곡리 1420-3,"강원도 원주시 지정면 신지정로 153-15, 1층",26354.0,현대종합동물병원,2021-12-05 02:40:00.0,35.973718110651426,129.5538577559351
7356,7357,419000001019990001,1,영업/정상,0000,정상,,강원도 원주시 무실동 1857-23 106호,"강원도 원주시 능라동길 11, 106호 (무실동)",26392.0,25시 종합 동물병원,2021-09-12 02:40:00.0,36.01291742313088,129.50442203181836
7357,7358,419000001019990002,1,영업/정상,0000,정상,,강원도 원주시 단계동 100-84,강원도 원주시 원문로100번길 2-12 (단계동),26407.0,닥터윤 산업동물병원,2021-07-29 02:40:00.0,36.01930414001234,129.53591905575806
7358,7359,419000001020010001,1,영업/정상,0000,정상,,강원도 원주시 문막읍 건등리 315,"강원도 원주시 문막읍 구암길 7, 1층",26371.0,문막동물병원,2021-09-15 02:40:00.0,35.93538487761447,129.48392886299854
7359,7360,419000001020010002,1,영업/정상,0000,정상,,강원도 원주시 명륜동 90-13,강원도 원주시 남원로 655 (명륜동),26441.0,로얄종합동물병원,2021-12-05 02:40:00.0,36.0337244178105,129.51656044348132
7360,7361,419000001020170001,1,영업/정상,0000,정상,,강원도 원주시 지정면 가곡리 1427-2,"강원도 원주시 지정면 신지정로 153-46, 1층",26354.0,샘마루동물병원,2021-07-29 02:40:00.0,35.97475203976985,129.55521666745614
7361,7362,419000001020170002,1,영업/정상,0000,정상,,강원도 원주시 반곡동 1875-4,강원도 원주시 봄마중길 2-4 (반곡동),26465.0,패밀리동물병원,2021-12-05 02:40:00.0,36.05649711031634,129.4980761559536
7362,7363,433000001019780001,1,영업/정상,0000,정상,,강원도 인제군 북면 원통리 704-9번지,강원도 인제군 북면 금강로33번길 29,24619.0,원통가축병원,2020-01-30 02:40:00.0,36.19934728952373,130.4867995511105
7363,7364,433000001020030001,1,영업/정상,0000,정상,,강원도 인제군 인제읍 덕산리 710-1 인제축협,"강원도 인제군 인제읍 덕산로 64, 인제축협",24627.0,인제축산업협동조합 동물병원,2021-08-04 02:40:00.0,36.18787735053551,130.43776533730914
7364,7365,433000001020120001,1,영업/정상,0000,정상,,강원도 인제군 북면 용대리 450-21,강원도 인제군 북면 황태길 76-46,,국립공원관리공단 국립공원연구원 북부보전센터,2020-09-06 02:40:00.0,36.31320571843616,130.59141806131947
7365,7366,433000001020140001,1,영업/정상,0000,정상,,강원도 인제군 인제읍 남북리 810-5번지,강원도 인제군 인제읍 비봉로44번길 70 (행복한집 102호),24624.0,인제종합동물병원,2018-08-31 23:59:59.0,36.17403833264928,130.41206679616508
7366,7367,419000001020020001,1,영업/정상,0000,정상,,강원도 원주시 중앙동 146-3,강원도 원주시 평원로 29 (중앙동),26428.0,제일동물병원,2021-09-12 02:40:00.0,36.03268484166495,129.52598647555538
7367,7368,419000001020110001,1,영업/정상,0000,정상,,강원도 원주시 문막읍 문막리 225-38번지,강원도 원주시 문막읍 문막시장1길 82,26373.0,우사랑 동물병원,2020-04-09 02:40:00.0,35.92457391360022,129.4655762011116
7368,7369,419000001020110002,1,영업/정상,0000,정상,,강원도 원주시 단계동 407-12,"강원도 원주시 로아노크로 8, 1층 (단계동)",26382.0,조은 동물병원,2021-09-12 02:40:00.0,36.012725746241614,129.51892411048289
7369,7370,419000001020120001,1,영업/정상,0000,정상,,강원도 원주시 무실동 1784-1번지,강원도 원주시 무실본동길 56 (무실동),26477.0,다나동물병원,2019-03-08 02:40:00.0,36.01730061063036,129.51090407825487
7370,7371,419000001020130001,1,영업/정상,0000,정상,,강원도 원주시 단계동 1107-7번지 1층,"강원도 원주시 천사로 23-17, 1층 (단계동)",26422.0,행복드림 동물병원,2019-04-28 02:40:00.0,36.01291503953998,129.52603061931373
7371,7372,419000001020130003,1,영업/정상,0000,정상,,강원도 원주시 단구동 1512-2 광장빌딩,"강원도 원주시 서원대로 408, 광장빌딩 1,2층 109-113,205호 (단구동)",26484.0,(주)누리종합동물병원,2021-01-14 02:40:00.0,36.03140383632203,129.5024566043531
7372,7373,426000001019740001,1,영업/정상,0000,정상,,강원도 횡성군 횡성읍 읍하리 309-1번지 1통,강원도 횡성군 횡성읍 태기로 6,25233.0,이명렬가축병원,2018-08-31 23:59:59.0,36.05258458547669,129.70159024141316
7373,7374,426000001019830001,1,영업/정상,0000,정상,,강원도 횡성군 횡성읍 읍하리 134-20번지,강원도 횡성군 횡성읍 문정로 12,25233.0,삼양가축병원,2019-03-08 02:40:00.0,36.05318127061948,129.7006748521644
7374,7375,426000001019990001,1,영업/정상,0000,정상,,강원도 횡성군 횡성읍 읍하리 548-10번지,강원도 횡성군 횡성읍 읍하로61번길 11,25222.0,예임양계병원,2020-01-19 02:40:00.0,36.05716836085883,129.7066047063041
7375,7376,426000001020060001,1,영업/정상,0000,정상,,강원도 횡성군 횡성읍 읍하리 134-32번지,강원도 횡성군 횡성읍 문정로 10-1,25233.0,김재문동물병원,2018-08-31 23:59:59.0,36.05306443967499,129.70074233209158
7376,7377,426000001020020001,1,영업/정상,0000,정상,,강원도 횡성군 횡성읍 읍상리 124-3번지,강원도 횡성군 횡성읍 한우로 347,25231.0,하늘가축병원,2019-04-25 02:40:00.0,36.05837305217214,129.69577019755104
7377,7378,426000001020020002,1,영업/정상,0000,정상,,강원도 횡성군 횡성읍 읍하리 556-5번지,강원도 횡성군 횡성읍 중앙로 12,,대한동물병원,2018-08-31 23:59:59.0,36.05313778035229,129.6992740938482
7378,7379,426000001020020003,1,영업/정상,0000,정상,,강원도 횡성군 횡성읍 읍하리 112-42번지,강원도 횡성군 횡성읍 한우로 277-4,25233.0,횡성바엘가축병원,2019-06-23 02:40:00.0,36.053469977562514,129.7000974470561
7379,7380,426000001020050001,1,영업/정상,0000,정상,,강원도 횡성군 횡성읍 교항리 34,강원도 횡성군 횡성읍 횡성로 337,25235.0,횡성축협동물병원,2020-09-16 02:40:00.0,36.0508244357661,129.69293205278126
7380,7381,426000001020050002,1,영업/정상,0000,정상,,강원도 횡성군 횡성읍 읍상리 659-8번지,강원도 횡성군 횡성읍 횡성로 390,25230.0,횡성동물병원,2018-08-31 23:59:59.0,36.053994069122176,129.6975144171387
7381,7382,426000001020160002,1,영업/정상,0000,정상,,강원도 횡성군 횡성읍 읍하리 548-11번지,강원도 횡성군 횡성읍 읍하로59번길 6,25222.0,하나로가축병원,2019-03-08 02:40:00.0,36.05698248060314,129.70647452039907
7382,7383,373000001020040001,1,영업/정상,0000,정상,,울산광역시 울주군 범서읍 천상리 639-6,"울산광역시 울주군 범서읍 천상중앙길 47, 더조은동물병원 1층",44931.0,더조은동물병원,2021-08-05 02:40:00.0,37.12018265394477,127.35273111941322
7383,7384,373000001020060001,1,영업/정상,0000,정상,,울산광역시 울주군 언양읍 서부리 232-1번지,"울산광역시 울주군 언양읍 웃방천5길 14, 바동 104호 (서부상가)",44944.0,원동물병원,2019-03-08 02:40:00.0,37.02255317880307,127.35688398808504
7384,7385,373000001020070001,1,영업/정상,0000,정상,,울산광역시 울주군 삼남면 교동리 1499-264번지,울산광역시 울주군 삼남면 상평강변길 3,44947.0,초록동물병원,2019-03-08 02:40:00.0,37.03154483677856,127.34933212319672
7385,7386,373000001020070002,1,영업/정상,0000,정상,,울산광역시 울주군 온양읍 발리 1311번지 온양서희스타힐스,울산광역시 울주군 온양읍 보곡3길 40 (온양서희스타힐스),44976.0,온양 발리동물병원,2019-03-08 02:40:00.0,37.1760414236928,127.16376525246564
7386,7387,373000001020110001,1,영업/정상,0000,정상,,울산광역시 울주군 언양읍 동부리 370-15번지,울산광역시 울주군 언양읍 읍성로 135,44938.0,와우동물병원,2019-03-08 02:40:00.0,37.03273769963611,127.35906972816014
7387,7388,373000001020120001,1,영업/정상,0000,정상,,울산광역시 울주군 언양읍 서부리 265-2,"울산광역시 울주군 언양읍 방천4길 19-9, 서울산 동물병원 1층 101호",44945.0,서울산 동물병원,2021-04-14 02:40:00.0,37.025358224716776,127.35353858746802
7388,7389,373000001020130001,1,영업/정상,0000,정상,,울산광역시 울주군 온양읍 대안리 567-4번지,"울산광역시 울주군 온양읍 대운길 12, 남창미르동물병원",44978.0,남창미르동물병원,2020-06-04 02:40:00.0,37.165138969891935,127.16549531430577
7389,7390,373000001020140001,1,영업/정상,0000,정상,,울산광역시 울주군 범서읍 구영리 386-1번지,울산광역시 울주군 범서읍 점촌6길 5,44925.0,BB동물병원,2019-03-08 02:40:00.0,37.13097694807638,127.3602371237338
7390,7391,373000001020140002,1,영업/정상,0000,정상,,울산광역시 울주군 온산읍 덕신리 561번지,울산광역시 울주군 온산읍 덕신로 250,45005.0,MK동물병원,2019-03-08 02:40:00.0,37.18796981603864,127.1927182416766
7391,7392,373000001020020001,1,영업/정상,0000,정상,,울산광역시 울주군 두동면 봉계리 925-2번지,울산광역시 울주군 두동면 구미월평로 787,44914.0,언양동물병원,2019-10-19 02:40:00.0,37.09781946452872,127.5277294768747
7392,7393,373000001020020002,1,영업/정상,0000,정상,,울산광역시 울주군 삼남면 교동리 355-7번지,울산광역시 울주군 삼남면 중평로 79,,제일동물병원,2019-03-08 02:40:00.0,37.03147338091181,127.34860571643841
7393,7394,373000001020020003,1,영업/정상,0000,정상,,울산광역시 울주군 두동면 봉계리 525번지 봉계재래시장 203호,"울산광역시 울주군 두동면 계명3길 9, 봉계재래시장 203호",44914.0,벧엘동물병원,2019-03-08 02:40:00.0,37.09096920942245,127.5394966472914
7394,7395,373000001020020004,1,영업/정상,0000,정상,,울산광역시 울주군 언양읍 동부리 133-3번지,울산광역시 울주군 언양읍 동부8길 19-6,44941.0,대동동물병원,2019-03-08 02:40:00.0,37.03576215267627,127.35222359964907
7395,7396,373000001020020005,1,영업/정상,0000,정상,,울산광역시 울주군 언양읍 서부리,"울산광역시 울주군 언양읍 읍성로 20, 나동 1층",44946.0,울산축협동물병원,2018-08-31 23:59:59.0,37.028580671642,127.35360052380948
7396,7397,373000001020020006,1,영업/정상,0000,정상,,울산광역시 울주군 청량읍 상남리 577-1번지,울산광역시 울주군 청량읍 덕하장터길 7,44984.0,통일동물병원,2019-03-08 02:40:00.0,37.18409448889973,127.2657721569389
7397,7398,373000001020160002,1,영업/정상,0000,정상,,울산광역시 울주군 언양읍 동부리 181-3번지,"울산광역시 울주군 언양읍 헌양길 68, 2층",44942.0,박동물병원,2019-03-08 02:40:00.0,37.03311227958207,127.35267933725775
7398,7399,373000001020170001,1,영업/정상,0000,정상,,울산광역시 울주군 삼남면 교동리 1555-1번지 울산 교동 리슈빌아파트 상가2층 202호,"울산광역시 울주군 삼남면 향교로 164, 2층 202호 (울산 교동 리슈빌아파트)",44949.0,중산동물병원,2019-03-08 02:40:00.0,37.02525046360227,127.34888947530769
7399,7400,373000001020170002,1,영업/정상,0000,정상,,울산광역시 울주군 삼남면 방기리 176-6번지,울산광역시 울주군 삼남면 하방로 27,44955.0,박지호 동물병원,2019-03-08 02:40:00.0,37.007037817054695,127.27748808352472
7400,7401,373000001020180001,1,영업/정상,0000,정상,,울산광역시 울주군 삼남면 신화리 1481-29번지,"울산광역시 울주군 삼남면 중남로 72, 3층",44953.0,라인동물병원,2019-03-08 02:40:00.0,37.02189333422624,127.31792408960696
7401,7402,345000001020130002,1,영업/정상,0000,정상,,대구광역시 북구 동천동 905-2,대구광역시 북구 팔거천동로 210 (동천동),41423.0,세븐동물병원,2021-10-15 02:40:00.0,36.5633305864031,127.80778369325617
7402,7403,360000001020130003,1,영업/정상,0000,정상,,광주광역시 서구 금호동 245-3번지,광주광역시 서구 금화로 71 (금호동),62007.0,마루동물병원,2018-08-31 23:59:59.0,35.18063589562096,126.79476248549756
7403,7404,347000001020110004,1,영업/정상,0000,정상,,대구광역시 달서구 용산동 230-11번지 홈플러스 성서점 지하1층,"대구광역시 달서구 달구벌대로 1467, 홈플러스 성서점 지하1층 (용산동)",42637.0,도그플러스동물병원,2020-05-13 02:40:00.0,36.54030244065761,127.69152980093207
7404,7405,347000001020040006,1,영업/정상,0000,정상,,대구광역시 달서구 감삼동 600-17번지,대구광역시 달서구 달구벌대로 1524 (감삼동),42688.0,베스트 종합 동물병원,2019-01-16 02:40:00.0,36.54531047774537,127.69159777405062
7405,7406,346000001020010006,1,영업/정상,0000,정상,,대구광역시 수성구 수성동1가 218-4번지,대구광역시 수성구 명덕로 393 (수성동1가),,신세계동물병원,2019-01-13 02:40:00.0,36.61004038272754,127.70014668718153
7406,7407,374000001020170001,1,영업/정상,0000,정상,,경기도 수원시 영통구 이의동 1331 광교 푸르지오 월드마크 204동,"경기도 수원시 영통구 센트럴타운로 107, 204동 2-06,2-07,2-08,2-09호 (이의동, 광교푸르지오월드마크,월드스퀘어)",16507.0,오아시스 정형외과 신경외과 동물병원,2020-08-05 00:23:26.0,35.31295967396385,129.42901049339483
7407,7408,652000001020180001,1,영업/정상,0000,정상,,제주특별자치도 서귀포시 대정읍 하모리 1423-18번지 서귀포시축협대정지소,"제주특별자치도 서귀포시 대정읍 하모중앙로 32, 서귀포시축협대정지소",63507.0,미듬동물병원,2019-03-08 02:40:00.0,34.644621893134556,124.49163446722957
7408,7409,386000001020060006,1,영업/정상,0000,정상,,경기도 부천시 원종동 375-3 그린메디칼프라자,"경기도 부천시 소사로 709, 그린메디칼프라자 (원종동)",14465.0,수동물병원,2020-12-05 02:40:00.0,35.11283092399838,129.69995507574936
7409,7410,386000001020090001,1,영업/정상,0000,정상,,경기도 부천시 심곡본동 527-12,경기도 부천시 경인로 181 (심곡본동),14724.0,부천종합동물병원,2020-12-05 02:40:00.0,35.0906151410141,129.65649114250328
7410,7411,321000001020180006,1,영업/정상,0000,정상,,서울특별시 서초구 방배동 2100,"서울특별시 서초구 동광로 15, 1층 (방배동)",6560.0,헤이븐동물병원,2021-06-11 02:40:00.0,35.25692172241708,129.67011407832152
7411,7412,507000001020180001,1,영업/정상,0000,정상,,경상북도 안동시 서후면 명리 489 학산아파트 101동 402호,"경상북도 안동시 서후면 명리두솔원길 5-8, 101동 402호 (학산아파트)",36616.0,태인동물병원(출장진료전문병원),2020-07-19 02:40:00.0,36.61446726536111,128.61359038370352
7412,7413,323000001020180008,1,영업/정상,0000,정상,,서울특별시 송파구 석촌동 2-9번지 금보 2층,"서울특별시 송파구 삼학사로 88, 금보 2층 (석촌동)",5612.0,잠실베스트동물병원 수술재활센터,2019-03-08 02:40:00.0,35.346373934543045,129.69009899218517
7413,7414,513000001020180005,1,영업/정상,0000,정상,,경상북도 경산시 사동 659-1 부영원앙마을,"경상북도 경산시 백자로20길 9, 제상가동 1층 101호 (사동, 부영원앙마을)",38595.0,큰사랑동물병원,2020-11-11 02:40:00.0,36.7287823328686,127.6536164798718
7414,7415,471000001020180001,1,영업/정상,0000,정상,,전라북도 김제시 요촌동 382-6번지,전라북도 김제시 남북로 213-1 (요촌동),54385.0,우리동물병원,2018-08-31 23:59:59.0,35.202790606575014,127.61179105375638
7415,7416,531000001020180001,1,영업/정상,0000,정상,,경상남도 진주시 장대동 136-14번지,경상남도 진주시 장대로 19-8 (장대동),52758.0,푸른동물병원(출장진료전문병원),2019-12-22 02:40:00.0,36.19181166259253,126.87294294490644
7416,7417,512000001020180001,1,영업/정상,0000,정상,,경상북도 문경시 흥덕동 653-1번지,경상북도 문경시 중앙로 247 (흥덕동),36964.0,보람동물병원,2018-08-31 23:59:59.0,36.25971015728599,128.61894078561545
7417,7418,324000001020180005,1,영업/정상,0000,정상,,서울특별시 강동구 길동 345-5번지,서울특별시 강동구 천중로49길 4 (길동),5303.0,사랑동물병원,2018-08-31 23:59:59.0,35.38166623490188,129.7355381986345
7418,7419,355000001019930001,1,영업/정상,0000,정상,,인천광역시 계양구 작전동 855-14번지 2층,"인천광역시 계양구 계양대로 134, 2층 (작전동)",21088.0,계산동물병원,2019-03-15 02:40:00.0,35.047507501186516,129.71807535727405
7419,7420,355000001020050004,1,영업/정상,0000,정상,,"인천광역시 계양구 계산동 1062 하이베라스 123,124호 D동","인천광역시 계양구 계산새로 71, D동 123,124호 (계산동, 하이베라스)",21060.0,다오동물병원,2021-05-02 02:40:00.0,35.05792931019175,129.7217999137711
7420,7421,355000001020080001,1,영업/정상,0000,정상,,인천광역시 계양구 작전동 864-39번지,인천광역시 계양구 계양대로 81 (작전동),21047.0,해림동물병원,2019-03-15 02:40:00.0,35.04704976962291,129.71234785124756
7421,7422,355000001020090001,1,영업/정상,0000,정상,,인천광역시 계양구 계산동 1061번지 홈플러스 2층,"인천광역시 계양구 오조산공원로 14 (계산동, 홈플러스 2층)",21060.0,쿨펫동물병원,2019-03-15 02:40:00.0,35.05798886759646,129.7229010892174
7422,7423,355000001020100001,1,영업/정상,0000,정상,,인천광역시 계양구 작전동 428-6번지 101호,"인천광역시 계양구 계양대로34번길 6, 101호 (작전동)",21120.0,자연동물병원,2019-03-15 02:40:00.0,35.04795155446916,129.7070504149117
7423,7424,355000001020110002,1,영업/정상,0000,정상,,인천광역시 계양구 작전동 901-4 한샘프라자,"인천광역시 계양구 장제로 708, 한샘프라자 108호 (작전동)",21079.0,재영 동물병원,2021-06-09 02:40:00.0,35.05663979320137,129.712533868745
7424,7425,355000001020120001,1,영업/정상,0000,정상,,인천광역시 계양구 동양동 640-15,인천광역시 계양구 동양로 115 (동양동),21012.0,한스동물병원,2020-11-29 02:40:00.0,35.07459582947609,129.74718344105656
7425,7426,355000001020130001,1,영업/정상,0000,정상,,인천광역시 계양구 작전동 925-1,인천광역시 계양구 장제로694번길 3 (작전동),21124.0,작전 동물병원,2020-07-31 02:40:00.0,35.05648349098796,129.71104718783005
7426,7427,355000001020130002,1,영업/정상,0000,정상,,인천광역시 계양구 계산동 942-24,인천광역시 계양구 계양대로 193 (계산동),21048.0,계양 동물 메디컬 센터,2021-07-24 02:40:00.0,35.04686798875436,129.72452912875949
7427,7428,355000001020140001,1,영업/정상,0000,정상,,인천광역시 계양구 작전동 448-7 홈플러스 3층,"인천광역시 계양구 계양대로 27 (작전동, 홈플러스 3층)",21111.0,아이러브펫 동물병원 작전점,2020-08-28 02:40:00.0,35.04642375878205,129.70635205678676
7428,7429,355000001020150001,1,영업/정상,0000,정상,,인천광역시 계양구 계산동 919번지 3동,"인천광역시 계양구 경명대로 1095, 3동 (계산동)",21030.0,AVC 동물메디컬센터,2019-03-15 02:40:00.0,35.052164730398204,129.7278952093802
7429,7430,355000001020160001,1,영업/정상,0000,정상,,인천광역시 계양구 병방동 422번지,인천광역시 계양구 장제로 917 (병방동),21027.0,이지 동물병원,2019-03-15 02:40:00.0,35.061659235183825,129.7338492672862
7430,7431,355000001020170001,1,영업/정상,0000,정상,,인천광역시 계양구 임학동 67-7 101호,"인천광역시 계양구 장제로 873, 101호 (임학동)",21034.0,아마존 동물병원,2020-10-30 02:40:00.0,35.05946622986743,129.72975922452457
7431,7432,355000001020170002,1,영업/정상,0000,정상,,인천광역시 계양구 작전동 863번지,인천광역시 계양구 계양대로 96 (작전동),21091.0,신통방통 동물병원,2019-03-15 02:40:00.0,35.0475796657046,129.71395557896582
7432,7433,355000001020170003,1,영업/정상,0000,정상,,인천광역시 계양구 계산동 918-2번지,인천광역시 계양구 경명대로 1109 (계산동),21030.0,한솔 동물병원,2019-04-06 02:40:00.0,35.05315487801835,129.72768662359275
7433,7434,355000001019950001,1,영업/정상,0000,정상,,인천광역시 계양구 효성동 320-1번지,인천광역시 계양구 안남로 499 (효성동),21105.0,계양동물병원,2019-03-15 02:40:00.0,35.03804247693948,129.7078975047705
7434,7435,355000001019960001,1,영업/정상,0000,정상,,인천광역시 계양구 병방동 426번지,인천광역시 계양구 장제로 923 (병방동),21027.0,신영재동물병원,2019-03-15 02:40:00.0,35.06185139931591,129.73442018978065
7435,7436,355000001019980002,1,영업/정상,0000,정상,,인천광역시 계양구 작전동 949 작전역 서해그랑블 205호,"인천광역시 계양구 아나지로247번길 22, 2층 205호 (작전동, 작전역 서해그랑블)",21111.0,하나 동물병원,2021-12-12 02:40:00.0,inf,inf
7436,7437,355000001020170004,1,영업/정상,0000,정상,,인천광역시 계양구 작전동 901-4,"인천광역시 계양구 장제로 708 (작전동, 한샘프라자)",21079.0,계양 24시 SKY 동물병원,2021-08-13 02:40:00.0,35.05663979320137,129.712533868745
7437,7438,355000001020180001,1,영업/정상,0000,정상,,인천광역시 계양구 용종동 207-1번지 인천 계양 코아루 센트럴파크,"인천광역시 계양구 계양문화로 119 (용종동, 인천 계양 코아루 센트럴파크)",21060.0,닥터팬더 동물병원,2019-03-15 02:40:00.0,35.05924464233414,129.72577063269432
